,date,price,market_cap,volume,community_score,dev_score,public_interest_score
0,10-06-2021,388.8336241708238,92817077574.99309,16406112741.9301,30539.743923076923,39.47142857142857,42655
1,09-06-2021,374.6515016968862,89762545731.60896,17888272575.39788,187691.66363636366,39.47142857142857,42655
2,08-06-2021,369.7190870501021,89950290191.37941,14758783682.75705,30398.481818181815,39.47142857142857,42655
3,07-06-2021,416.57432775929243,99045617771.9939,13297479941.799274,186950.23784615382,39.47142857142857,42655
4,06-06-2021,410.9588014086881,97066601066.8356,17653523419.278564,186519.53846153847,39.47142857142857,42655
5,05-06-2021,414.8755323630368,99511803555.67747,19226007849.539234,186114.57566666664,39.47142857142857,42655
6,04-06-2021,459.19464656358974,110556081189.68422,20685766832.703495,185732.48784615382,39.47142857142857,42655
7,03-06-2021,412.3361210344655,98242092710.57542,15387725900.528193,185222.99292307696,39.47142857142857,42655
8,02-06-2021,379.0677247004055,90825728029.00505,14683663919.24761,29943.788333333334,39.47142857142857,42655
9,01-06-2021,382.9753256153586,91335886610.01021,14782796259.22529,184243.54599999997,39.47142857142857,42655
10,31-05-2021,346.14628844892053,82486845231.59215,14213429440.471668,183799.87833333336,39.47142857142857,43185
11,30-05-2021,337.9504028065443,81012422540.71904,16791445359.241236,183537.3137692308,39.47142857142857,40023
12,29-05-2021,352.48726418560557,84077428952.72456,17944243574.72127,183125.37833333336,39.47142857142857,40023
13,28-05-2021,402.684188255469,94762354858.10951,18117350613.631332,29495.167,39.47142857142857,40023
14,27-05-2021,419.18743871058905,99774442274.4015,20945583959.20147,181484.65992307695,39.47142857142857,40023
15,26-05-2021,386.6121178935175,92244203963.62177,21135152238.58781,181113.09766666667,39.47142857142857,40023
16,25-05-2021,401.1475264186642,95115634822.07977,23888930702.88653,180585.39776923077,39.47142857142857,40023
17,24-05-2021,331.96334749483384,77854200614.2403,26111095586.68798,180164.14776923077,0.0,40023
18,23-05-2021,344.9764189080529,82414147778.16396,19269348196.595562,179795.40133333334,39.47142857142857,40023
19,22-05-2021,372.01747024993244,89230251119.08652,25251787828.44233,179205.99233333336,39.47142857142857,40023
20,21-05-2021,457.25815369340484,109560333823.21175,32124897783.785503,28885.424333333332,39.47142857142857,40023
21,20-05-2021,393.0020930975172,95966925841.33638,37546661887.073586,177761.56033333336,39.47142857142857,40023
22,19-05-2021,643.4813342723555,151892609842.53992,28055135330.923416,28641.76923076923,39.47142857142857,40023
23,18-05-2021,588.9344816356808,141650721964.2211,32977108961.30196,176018.417,39.47142857142857,40023
24,17-05-2021,681.8382461137318,161155154202.916,35987707946.09861,174819.932,39.47142857142857,40023
25,16-05-2021,688.8123419376085,164414526461.61133,49657030337.80947,174005.4362307692,39.47142857142857,40023
26,15-05-2021,717.598393167876,171454614549.03555,28347188209.843697,172253.3076923077,39.47142857142857,41486
27,14-05-2021,653.2707433071134,155078689247.9266,33464907130.58476,170575.90133333334,39.47142857142857,41486
28,13-05-2021,651.1510282900393,161405443119.0272,31226611654.95712,27990.673333333332,39.47142857142857,41486
29,12-05-2021,754.5242767436165,179471824531.3963,31997526364.290527,167277.20400000003,39.47142857142857,41486
30,11-05-2021,705.8596091846986,168695008511.4596,32816566406.417133,27675.478,39.47142857142857,41486
31,10-05-2021,796.5931255573676,189912304649.78345,35775223186.45076,164165.67433333333,0.0,41486
32,27-04-2021,615.1851800922176,147328846144.1009,30787101738.089256,135987.21266666666,39.47142857142857,44770
33,26-04-2021,520.560766119561,123951322720.34904,21252868094.729366,134812.23076923078,39.47142857142857,44770
34,25-04-2021,516.7102647628685,123985152143.54279,23430039960.787674,134091.23684615383,39.47142857142857,44770
35,24-04-2021,574.8216446653024,136670118766.71996,40642993373.99122,133141.07084615386,39.47142857142857,44770
36,23-04-2021,533.1633285155997,128031710130.44739,33990424223.612972,25187.44230769231,39.47142857142857,44770
37,22-04-2021,553.731971924602,132230565187.21017,29657175679.27551,131774.01315384617,39.47142857142857,44770
38,21-04-2021,594.7623584372941,142078023356.30377,41802154211.060814,130754.87933333333,39.47142857142857,44770
39,20-04-2021,542.1949220517296,130851198443.67061,31921523597.58663,129659.32566666667,39.47142857142857,44770
40,19-04-2021,605.8984244725435,145896897893.5444,48823870814.08087,129207.46761538461,39.47142857142857,44770
41,18-04-2021,693.6889307412304,166375218388.25534,32792376954.13881,128587.182,39.47142857142857,44770
42,17-04-2021,721.7985234304658,172365262855.46292,39870850896.56337,24131.56133333333,39.47142857142857,44770
43,16-04-2021,784.6899075844346,186563975673.6848,50840700226.12367,126910.99090909092,39.47142857142857,44770
44,15-04-2021,754.95713711612,179912464732.0696,55684326103.95356,126068.58181818182,39.457142857142856,47588
45,14-04-2021,685.4555723420991,163310845183.91315,38121638844.42894,125200.25766666667,39.46376811594203,47588
46,13-04-2021,628.4138967566922,149927270877.12833,33435886922.315243,23564.044538461538,39.470588235294116,47588
47,12-04-2021,664.2442917490492,158128417412.789,26920491915.360485,23426.235666666667,39.470588235294116,47588
48,11-04-2021,600.2886333863297,143500543947.36438,26277038340.348473,123099.205,39.470588235294116,47588
49,10-04-2021,608.3707710580271,143947075810.31583,20125357457.085644,122642.08333333333,39.470588235294116,47588
50,09-04-2021,583.2197310600299,138932425679.77148,23543676246.39618,121965.35633333333,39.470588235294116,47588
51,08-04-2021,556.753127574939,133695515378.43817,37450897374.374756,121104.1993846154,39.470588235294116,47588
52,07-04-2021,617.1556923911666,147197810046.839,35579573321.91722,23025.432,39.470588235294116,47588
53,06-04-2021,607.7152734319932,144913741296.94073,28357096465.4619,119852.659,39.470588235294116,47588
