,date,price,market_cap,volume,community_score,dev_score,public_interest_score,5_SMA,10_SMA,25_SMA,50_SMA,75_SMA,100_SMA,150_SMA,200_SMA,250_SMA,300_SMA,350_SMA
0,2019-10-20,0.00222538851714528,0.0022708864896533146,0.0,0.007931653778812811,0.0,0.7641524486951506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2019-10-21,0.0024751523500302053,0.0025159414687887472,4.047561093365869e-06,0.007645772370085745,0.0,0.7641524486951506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2019-10-22,0.0025484272660197304,0.0025909748930641042,2.918709907303032e-05,0.007564599825017132,0.0,0.7641524486951506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2019-10-23,0.0027696825024011644,0.002823589848652556,0.00036714280882211447,0.007571709828964732,0.0,0.7641524486951506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2019-10-24,0.003203278553869841,0.003248179858377855,0.0031958032797606093,0.006778055638312069,0.0,0.7641524486951506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2019-10-25,0.003141966830743123,0.0032194804382412474,0.0011513081664083508,0.0054547061535619515,0.0,0.7641524486951506,0.0028277015006128127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2019-10-26,0.0033869494573201524,0.0034400897228513225,0.0014668554862839185,0.005928587916670604,0.0,0.7641524486951506,0.0030100609220708027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2019-10-27,0.003089265197078297,0.003167118835489223,0.0013521191209703454,0.008465903919189175,0.0,0.7641524486951506,0.003118228508282516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2019-10-28,0.0033151300819933473,0.003379704190710727,0.0007020254977733293,0.008281266004174512,0.0,0.7641524486951506,0.0032273180242009523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2019-10-29,0.003350462122565719,0.003406407651025828,0.0005653221714374675,0.008402818504698593,0.0,0.7641524486951506,0.0032567547379401276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2019-10-30,0.0036281337002249284,0.003682771067098692,0.0015584443718402007,0.008899147565984694,0.0,0.7641524486951506,0.003353988111836489,0.003090844806224651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2019-10-31,0.0031774082164874647,0.0032328555233399584,0.0006576192378114922,0.009110342029397941,0.0,0.8030412841832075,0.0033120798636699506,0.003161070392870377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019-11-01,0.00307935130921826,0.0031307657596366966,0.0006883867734281149,0.009090652787696836,0.0011234109892734776,0.7985543326765031,0.0033100970860979436,0.00321416279719023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2019-11-02,0.003092904872148789,0.003144782327984024,0.001461042763691688,0.009040030203029098,0.0011234109892734776,0.7985543326765031,0.003265652044129032,0.003246485034164993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2019-11-03,0.0030834548962743263,0.0031347112820406375,0.0003395402090175631,0.008669316688377997,0.0011234109892734776,0.7985543326765031,0.0032122505988707527,0.003234502668405441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2019-11-04,0.003055263591811455,0.003106344985881573,0.00012600878686230846,0.00842775430425773,0.0011234109892734776,0.7985543326765031,0.0030976765771880584,0.0032258323445122743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2019-11-05,0.0030456752751182236,0.0030879123156606196,0.0009358921921201761,0.00877480453540849,0.0011234109892734776,0.7985543326765031,0.0030713299889142103,0.0031917049262920813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2019-11-06,0.003062038129566115,0.0031135566866318264,0.0002816948557595915,0.008614214157783986,0.0011234109892734776,0.7985543326765031,0.0030678673529837817,0.0031889822195408633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2019-11-07,0.0030981244455886795,0.003149914512030495,3.9949631522175035e-05,0.007992215776723747,0.0011234109892734776,0.7985543326765031,0.0030689112676717594,0.003167281655900396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2019-11-08,0.0028828365158163633,0.002930087221115443,0.0006213581365331461,0.00828306572392375,0.0011234109892734776,0.7985543326765031,0.0030287875915801666,0.0031205190952254603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2019-11-09,0.002622839457491233,0.0026722830817141026,0.0002190320441245975,0.00892177410795921,0.0011234109892734776,0.7985543326765031,0.002942302764716122,0.0030199896709520906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2019-11-10,0.0027859029795499284,0.002836735695788854,0.00019653630417266175,0.005175961680615628,0.0011234109892734776,0.7985543326765031,0.002890348305602463,0.0029808391472583374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2019-11-11,0.0028222097335137294,0.002871842875984497,9.669473374780975e-05,0.003362841420688245,0.0011234109892734776,0.7985543326765031,0.0028423826263919857,0.002955124989687884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
