date,price,market_cap,volume,community_score,dev_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA,signal
2020-10-04,0.031392593517553635,3.443804761457325e-05,2.163363723842654e-05,0.00017572647834810664,0.005767318086357779,0.14869196251411826,0.39080459770114945,0.03320856205681426,0.032988864442487026,0.03161838065377317,0.037231525077513095,0.04247639155820358,0.04177599615841188,0.03481485969032487,0.027599922135996557,0.024754986417105353,0.021708349534954086,0.019790229054768554,0.3793103448275865,0.40689655172413913,0.40886699507389207,0.41507024265644976,0.4117032392894466,0.40671971706454524,0.416858237547893,0.4053639846743288,0
2020-10-05,0.03317100319280868,3.6376893684626985e-05,2.23070356058448e-05,0.0001757832503824878,0.005767318086357779,0.14869196251411826,0.39080459770114945,0.03283040703813437,0.03361113160487883,0.03166822917075224,0.036835542361491,0.04230678134232785,0.04184409104133675,0.03494859337375164,0.027760326252531282,0.024833727010678694,0.02179666104298029,0.01986278905040696,0.38314176245210757,0.39080459770115067,0.4072249589490974,0.41123882503192866,0.4148380355276911,0.4093722369584444,0.4091954022988508,0.40574712643678096,0
2020-10-06,0.03294251078961057,3.607031678350723e-05,2.3153317997181017e-05,0.00017583521448945395,0.005767318086357779,0.14869196251411826,0.4482758620689655,0.03243481658906127,0.033555709441538614,0.03164006778138618,0.03643023119672106,0.0421282931745627,0.04192474461449661,0.0350820996128662,0.02790951579187714,0.024909417347928516,0.02188566217560003,0.01993513806256262,0.4099616858237551,0.395402298850576,0.41050903119868687,0.4112388250319287,0.4158829676071059,0.41290893015031,0.40842911877394655,0.40804597701149364,0
2020-10-07,0.031015028203309723,3.384928454722189e-05,2.4688842298570503e-05,0.25083604659777653,0.005767318086357779,0.14869196251411826,0.40229885057471265,0.03193999752391503,0.03335641252068041,0.031536666286565304,0.035970189473670325,0.04192239265073301,0.041972732532388785,0.03520331953752878,0.028050331941318247,0.024971873015985097,0.021968229897744856,0.020002722646206648,0.4137931034482762,0.40000000000000124,0.40065681444991835,0.41123882503192877,0.4137931034482763,0.4164456233421756,0.41149425287356345,0.4088122605363979,0
2020-10-08,0.03110589643930433,3.408473414827556e-05,2.1346880524780827e-05,0.00017581067455671432,0.005767318086357779,0.14869196251411826,0.4367816091954023,0.0319254064285174,0.03290638220604847,0.03142311355006783,0.035544855920208056,0.04173012034947268,0.042006560294617544,0.03533610333897064,0.0281924484149517,0.025038080950478162,0.022051564046530667,0.02007360705553751,0.42911877394636044,0.41379310344827713,0.4022988505747131,0.4125159642401024,0.4127481713688615,0.4164456233421756,0.4137931034482761,0.41072796934865846,0
2020-10-09,0.03228161728956693,3.512402155415971e-05,2.6200465254740038e-05,0.00017580419719322917,0.005767318086357779,0.14869196251411826,0.45977011494252873,0.03210321118292006,0.03265588661986711,0.03140554396649934,0.03521228919070828,0.041420552548946894,0.042055865087805226,0.03547613841880745,0.028345223475571942,0.02510590614832182,0.022137893902847726,0.020146647563360646,0.43295019157088155,0.4275862068965529,0.4137931034482763,0.4112388250319287,0.4179728317659357,0.41909814323607486,0.4206896551724141,0.4145593869731795,0
2020-10-10,0.03481189299424073,3.8113301094213146e-05,3.0382974750612323e-05,0.00017586396087906014,0.005767318086357779,0.14869196251411826,0.5172413793103449,0.032431389143206465,0.032630898090670366,0.031457136173067626,0.034889237282869634,0.041113690970140525,0.04206954013400581,0.03562627040493668,0.028505614724753693,0.02518325546438274,0.022233746131990587,0.020221617123968166,0.4712643678160923,0.45287356321839195,0.43513957307060797,0.42145593869731823,0.4263322884012544,0.4244031830238733,0.42605363984674355,0.4203065134099611,0
2020-10-11,0.03619883006829167,3.9626854083946494e-05,3.648029820922098e-05,0.00017591387397322347,0.005767318086357779,0.14869196251411826,0.5402298850574713,0.03308265299894268,0.03275873479400193,0.031631375008299746,0.034699019834997506,0.04089463741705974,0.04211031636218748,0.0357793445073477,0.02867086740040804,0.025264621002868307,0.022334072609984785,0.020301218121204657,0.5057471264367819,0.47126436781609315,0.4564860426929397,0.4393358876117499,0.4326018808777434,0.4350132625994701,0.4337164750957857,0.42567049808429064,0
2020-10-12,0.036804129368243885,4.031670067422607e-05,3.0123030835875804e-05,0.00017596729405946882,0.005767318086357779,0.14869196251411826,0.5057471264367817,0.03424047323192952,0.03309023537792223,0.03186961349427074,0.03449581751971268,0.04061934196359597,0.04214294687293061,0.0359351472963793,0.028840602441220865,0.02535039590066121,0.022440209201311723,0.020380524875341543,0.5210727969348663,0.491954022988507,0.47290640394088707,0.4546615581098343,0.43991640543364735,0.4412024756852349,0.4375478927203068,0.4298850574712639,0
2020-10-13,0.038400459547010594,4.201525897207863e-05,3.4650381226461825e-05,0.00017603119697943303,0.005767318086357779,0.14869196251411826,0.5517241379310345,0.03569938585347077,0.03381239614099404,0.032124474713472385,0.03435881622263395,0.04042048622791344,0.04217561990215134,0.03610959596520243,0.02901683230400509,0.025437307293059177,0.022555355137229796,0.02046422311068067,0.5325670498084295,0.5149425287356333,0.48768472906403976,0.472541507024266,0.4555903866248699,0.4473916887709998,0.4475095785440616,0.43678160919540177,0
