date,price,market_cap,volume,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA,signal
2020-01-08,244406.162299,4431445454882.581055,1044625985353.249146,51.000000,227623.389655,221735.333401,218335.121428,221975.724440,239155.990644,241891.648279,265640.427560,284454.306446,276900.488332,255188.008054,235015.286382,44.000000,41.800000,40.857143,40.111111,39.818182,39.461538,38.266667,30.666667,1.000000
2020-01-09,241562.741736,4381299265702.276855,1200084650562.535156,44.000000,232060.852921,223636.196087,219432.974432,221850.593603,238849.452237,241739.217222,264834.512108,284005.085076,277158.968679,255593.529078,235391.822427,45.000000,43.000000,41.571429,40.777778,40.454545,39.923077,39.733333,31.266667,0.000000
2020-01-10,234654.884065,4253867862180.529785,877051979705.969727,41.000000,234810.053645,225315.957939,220222.415172,221611.042107,238220.378343,241487.632777,264013.289766,283499.372878,277380.870864,255971.875191,235747.729484,45.333333,43.400000,42.000000,41.222222,40.545455,40.230769,39.866667,31.966667,0.000000
2020-01-11,245227.243291,4403019789291.285156,1072496066830.294800,50.000000,239678.810155,228315.818421,221719.343960,221865.566014,237616.164540,241348.352012,263385.342659,283021.452440,277651.051375,256377.001041,236135.458639,45.000000,45.200000,43.714286,42.444444,41.636364,41.230769,40.666667,32.866667,0.000000
2020-01-12,240178.295481,4363499683264.080566,944412899910.329712,45.000000,241205.865374,230862.088724,223332.527267,222209.453894,237055.562721,241224.459007,262891.471891,282392.865422,277904.654958,256767.501705,236508.868254,45.333333,46.200000,44.571429,43.222222,42.363636,41.615385,41.200000,33.633333,0.000000
2020-01-13,244790.926793,4439758823959.615234,824818671526.458252,49.000000,241282.818273,234453.103964,224344.683009,222635.397458,236502.265715,241152.819385,262378.917473,281606.966502,278160.648382,257174.450563,236896.378297,48.000000,45.800000,45.714286,44.444444,43.272727,42.461538,42.000000,34.366667,0.000000
2020-01-14,242394.808846,4406130557084.803711,835677559341.500122,56.000000,241449.231695,236755.042308,225412.200762,223242.284774,236021.299421,241062.246570,261839.299535,281091.329809,278392.310432,257570.305797,237286.969088,50.000000,48.200000,48.000000,46.333333,44.909091,43.923077,43.066667,35.533333,0.000000
2020-01-15,263008.713720,4765457504541.181641,1654934366006.318848,54.000000,247119.997626,240965.025635,227273.951390,224165.300255,235806.462171,241257.179516,261458.146740,280493.450410,278679.085162,258032.196986,237738.084524,53.000000,50.800000,48.428571,47.777778,46.363636,45.076923,44.133333,36.533333,1.000000
2020-01-16,263681.681039,4780587005794.258789,1439658915470.243408,55.000000,250810.885176,245244.847665,229215.502198,225077.327251,235573.574904,241373.781014,261063.602440,279957.728981,278945.100504,258502.075052,238187.779483,55.000000,51.800000,50.000000,49.444444,47.818182,46.384615,45.333333,37.600000,1.000000
2020-01-17,260877.577243,4738766057880.287109,1090728885295.246826,54.000000,254950.741528,248078.303451,230627.179133,225734.428517,235275.115659,241466.583429,260526.322562,279575.913406,279089.950967,258961.011086,238632.103699,54.333333,53.600000,51.857143,49.777778,49.000000,47.615385,46.333333,38.900000,1.000000
2020-01-18,266765.479942,4849797726093.540039,1248698807072.284912,51.000000,259345.652158,250314.235216,232450.364313,226541.105183,235095.048467,241504.291902,260061.881913,279262.390877,279296.081528,259437.536541,239089.638369,53.333333,54.000000,52.000000,50.555556,50.000000,48.538462,47.200000,39.900000,1.000000
