date,price,market_cap,volume,community_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA,signal
2021-04-11,10462.755316285207,130485086668.83292,10916425232.969755,176218.87146153848,14216.0,76,10415.449272949922,10856.99623523358,10414.92850923997,10639.689622979979,10963.407700717064,9292.449108085992,6926.042399972557,0.0,0.0,0,0,72.0,72.2,72.42857142857143,72.66666666666667,72.9090909090909,73.07692307692308,73.06666666666666,71.23333333333333,0.0
2021-04-12,10565.1336450893,130927691182.96132,8323003786.107049,8195046.0,14216.0,74,10344.061518666862,10821.694736691887,10405.248064643307,10602.396641414653,11001.66504338145,9372.82806994072,6986.665828724694,0.0,0.0,0,0,73.33333333333333,72.6,72.85714285714286,72.77777777777777,72.9090909090909,73.23076923076923,73.06666666666666,71.23333333333333,0.0
2021-04-13,11276.236938786584,140481445597.02808,28604080070.065044,177626.08333333334,14216.0,74,10612.214135464146,10753.91483330692,10441.960311996176,10583.170771109406,11044.888161768884,9461.433247644965,7049.717051787702,0.0,0.0,0,0,74.66666666666667,72.8,72.71428571428571,72.77777777777777,72.9090909090909,73.07692307692308,73.2,71.1,0.0
2021-04-14,11342.887808162286,141513906988.03415,22966202698.44633,178548083.0,14216.0,75,10774.270507122794,10805.045581933478,10473.299580065224,10585.53327476193,11084.86439572027,9548.72508011676,7112.604502620935,0.0,0.0,0,0,74.33333333333333,73.8,73.14285714285714,73.22222222222223,73.0909090909091,73.15384615384616,73.4,71.06666666666666,0.0
2021-04-15,12157.2757065034,151567034108.6603,25425524914.66201,179618.41666666666,14216.0,79,11160.857882965358,10867.465964258237,10538.17120489922,10625.85278767626,11139.653057817539,9639.524229360128,7181.473145698278,0.0,0.0,0,0,76.0,75.6,74.0,73.66666666666667,73.54545454545455,73.53846153846153,73.6,71.33333333333333,0.0
2021-04-16,13233.147785012565,165205859222.83878,37170015776.12792,180496.55454545456,14216.0,78,11714.936376710828,11065.192824830367,10649.737156574922,10685.73961725732,11199.273818311685,9738.292417585477,7255.876204463711,0.0,0.0,0,0,77.33333333333333,76.0,75.14285714285714,74.33333333333333,74.18181818181819,73.92307692307692,73.86666666666666,71.56666666666666,1.0
2021-04-17,12479.684456180905,156171326531.09143,24862990044.56289,181352.28833333333,14216.0,76,12097.846538929149,11220.954028797998,10767.072195152243,10747.459086168423,11253.83541094777,9830.839515197924,7323.9453161870715,0.0,0.0,0,0,77.66666666666667,76.4,76.0,74.66666666666667,74.27272727272727,74.07692307692308,74.0,71.7,1.0
2021-04-18,12105.13270919201,151401581018.3659,14655678165.753576,182264.96166666667,14216.0,79,12263.625693010235,11437.919914237182,10871.950541376378,10808.449693339968,11305.26435685333,9919.50954025602,7390.244880508366,0.0,0.0,0,0,77.66666666666667,77.4,76.42857142857143,75.66666666666667,74.9090909090909,74.6923076923077,74.4,71.96666666666667,1.0
2021-04-19,10787.182530285863,135622800991.672,34492259506.25865,8395.352230769231,14216.0,74,12152.484637434949,11463.377572278861,10952.46325769722,10835.81027026212,11336.785749938788,9996.224746294829,7447.770280426736,0.0,0.0,0,0,76.33333333333333,77.2,76.42857142857143,76.11111111111111,75.0,74.61538461538461,74.4,71.93333333333334,0.0
2021-04-20,9723.28784162323,121490829982.94844,17684425045.888874,8466.803666666667,14216.0,73,11665.687064458914,11413.272473712126,10968.963572695899,10834.564652350142,11324.137545115695,10060.195328609181,7498.3468305746,0.0,0.0,0,0,75.33333333333333,76.0,76.28571428571429,75.77777777777777,75.27272727272727,74.6923076923077,74.53333333333333,71.93333333333334,0.0
2021-04-21,10079.148706187754,126014615600.9219,19618690628.638783,184194.99233333336,14216.0,73,11034.88724869395,11374.91181270238,10961.079341620896,10821.728483807174,11284.630918680929,10125.234792385696,7552.181165723119,6003.277122667197,0.0,0,0,73.33333333333333,75.0,76.0,75.66666666666667,75.54545454545455,74.6923076923077,74.4,72.03333333333333,0.0
2021-04-22,9884.982138434198,124041966121.47997,16143288235.845291,184653.834,14216.0,65,10515.94678514461,11306.89666203687,10955.4526018993,10801.576534775853,11229.090770426204,10191.745591334346,7604.965654790209,6044.576902820974,0.0,0,0,70.33333333333333,72.8,74.0,74.66666666666667,74.54545454545455,74.3076923076923,73.93333333333334,72.0,0.0
2021-04-23,10250.227743978758,129174602540.15068,28197251986.38465,185423.1467692308,14216.0,55,10144.965792101959,11204.295742556085,10971.796351776686,10785.963068240146,11190.410853918163,10258.787731121573,7659.584227914972,6088.185500630103,0.0,0,0,64.33333333333333,68.0,70.71428571428571,72.44444444444444,72.81818181818181,73.15384615384616,72.73333333333333,71.66666666666667,0.0
2021-04-24,9639.741505714952,120143414821.2586,26360521282.22029,186167.0637692308,14216.0,37,9915.477587187775,11033.981112311352,10945.681272057052,10769.15172280458,11141.321762425292,10313.812022340762,7711.216182082318,6128.8127460338765,0.0,0,0,52.333333333333336,60.6,65.14285714285714,67.77777777777777,69.45454545454545,70.15384615384616,70.53333333333333,70.9,0.0
2021-04-25,8875.198350170003,113334271246.0576,11443737241.814302,187184023.0,14216.0,31,9745.859688897131,10705.773376678013,10871.595883472472,10740.078349461164,11077.047932493166,10361.33520486478,7758.626587706065,6167.2070288668865,0.0,0,0,41.0,52.2,58.285714285714285,62.55555555555556,65.45454545454545,66.84615384615384,67.93333333333334,70.13333333333334,0.0
2021-04-26,9728.498198645326,121149576776.06206,13076791123.372871,8654.825666666666,14216.0,27,9675.729587388645,10355.308418041288,10827.909136652113,10716.694302647264,11024.336093510447,10412.153436954473,7811.300950595015,6210.082899190732,0.0,0,0,31.666666666666668,43.0,51.57142857142857,57.111111111111114,60.72727272727273,63.23076923076923,64.66666666666667,68.86666666666666,0.0
2021-04-27,11249.138182617282,142364040199.0936,24868234204.55796,8723.416666666666,14216.0,50,9948.560796225262,10232.253790684927,10841.148718736553,10710.66620548846,10978.137306062963,10473.229027134921,7874.707303411121,6259.76800843255,0.0,0,0,36.0,40.0,48.285714285714285,53.888888888888886,58.18181818181818,61.30769230769231,63.06666666666667,68.06666666666666,1.0
2021-04-28,12210.383038368718,154911772028.2723,26201386292.531376,191470.42307692303,14216.0,59,10340.591855103254,10242.778823602597,10851.402601365851,10708.472094910823,10948.035877150305,10543.024565106092,7943.983440285814,6313.787329786046,0.0,0,0,45.333333333333336,40.8,46.285714285714285,52.22222222222222,56.63636363636363,59.76923076923077,62.06666666666667,67.63333333333334,1.0
2021-04-29,12852.116671941802,162831894079.36093,34711755142.52716,192529.3269230769,14216.0,52,10983.066888348625,10449.27223776819,10932.224055367657,10713.21650537089,10921.593820422699,10615.96198015201,8016.617934914809,6370.741243947642,0.0,0,0,53.666666666666664,43.8,44.42857142857143,49.888888888888886,54.18181818181818,57.76923076923077,60.53333333333333,66.96666666666667,2.0
