date,price,market_cap,volume,community_score,public_interest_score,fear_greed
2020-10-29,1.905824798644664,2493233169.798026,683762795.8607283,63862.23566666668,82845,93.0
2020-10-28,2.0659471507024,2752951312.740897,1226663798.6466703,63981.33907692308,82845,92.0
2020-10-27,2.085823801975752,2747767584.073473,658841965.2961365,63945.42915384615,82845,95.0
2020-10-26,2.127366636590942,2824023902.536353,434832330.5446988,63867.60323076923,82845,83.0
2020-10-25,2.126840712948125,2832048524.5741124,412937093.2349417,63657.83333333333,82845,86.0
2020-10-24,2.0825885414076137,2768005605.8290024,388341136.55199337,63535.60633333333,82845,84.0
2020-10-23,2.1952981525459934,2893184873.532677,351830440.16692674,63461.47033333333,82845,81.0
2020-10-22,2.1600312897725096,2832226624.632891,419097434.5206171,62986477.0,82845,80.0
2020-10-21,2.0607620068186057,2738828345.167589,595925754.2390153,62627.64069230769,82845,78.0
2020-10-20,2.0848102714615857,2796748737.1506205,334951182.7591737,62893.75,82845,76.0
2020-10-19,2.176303391013624,2885653216.0615826,351783105.611078,62604.47033333333,82845,77.0
2020-10-18,2.090264798704025,2766345757.904124,303518688.2145446,61826.87166666667,82845,78.0
2020-10-17,2.01288427539744,2675467100.929015,322085528.205181,61650.99233333333,82845,76.0
2020-10-16,2.129017617121381,2793470447.4691167,326954427.7995604,62378.01923076923,82845,77.0
2020-10-15,2.1257157977986627,2820691601.550228,264069016.0066042,62465.25,79376,55.0
2020-10-14,2.2138441204317068,2943736837.169037,683764112.05833,62036.87933333333,79376,78.0
2020-10-13,2.2379143335568696,2969901267.6245284,783457956.2724664,62438.24292307692,79376,71.0
2020-10-12,2.2214528196097336,2939722546.9171896,769002940.2271057,62794.34615384615,79376,74.0
2020-10-11,2.286639180672513,3034421850.8815284,1751957965.630245,62959.67433333333,79376,70.0
2020-10-10,2.27666337102035,3050168233.1616178,1215438263.681774,62863.93015384615,79376,74.0
2020-10-09,2.145108895463971,2843743476.9030166,1018259972.76668,62559.15992307692,79376,40.0
2020-10-08,2.0343899094287137,2709790098.716913,1000429860.355899,62343.99233333333,79376,75.0
2020-10-07,2.0293119655774343,2695778944.5504827,1161961863.118648,61710546.0,79376,78.0
2020-10-06,2.19629022504941,2914359143.767821,876675971.6018714,61595.23076923077,79376,80.0
2020-10-05,2.187207065266426,2882778183.74398,1051003353.7627624,61950273.0,79376,79.0
2020-10-04,2.1679037462770774,2922780383.3716645,1198689566.5775764,61633727.0,79376,79.0
2020-10-03,2.158308820692865,2854273170.602985,1969334274.048211,61153.0,79376,84.0
2020-10-02,2.238279669407542,2962207299.338784,1984685363.136534,61023978.0,79376,88.0
2020-10-01,2.4233192405174395,3218592661.3791795,1771446057.9597712,60996.43015384615,79376,83.0
2020-09-30,2.570817233605535,3424922448.233413,2336226898.7323456,61195046.0,86714,78.0
2020-09-29,2.3223130373012264,3108681991.12478,1343497575.6925628,61084.58333333333,86714,84.0
2020-09-28,2.3222423901339635,3078246018.860412,1530263816.5089676,61097.23684615385,86714,90.0
2020-09-27,2.3260894799195144,3099589675.3352365,1740853764.718572,61054.01533333333,86714,94.0
2020-09-26,2.245263034903909,2976061210.0484705,1743532988.6765783,60994.51533333333,86714,93.0
2020-09-25,2.217193491953854,2907060575.598748,1942883593.2598543,60934.76315384615,86714,93.0
2020-09-24,2.0005663859761667,2695474969.648219,2050780344.32187,61302.53833333333,86714,91.0
2020-09-23,2.104770360894188,2764254347.276375,1856500962.8935149,62141.10323076923,86714,95.0
2020-09-22,2.0446971956709232,2708514921.9863133,2147691230.14255,62291.31376923077,86714,93.0
2020-09-21,2.2885722855478594,3051896657.563929,263196936.3253393,62715.53066666667,86714,94.0
2020-09-20,2.3465681763151585,3108790218.579524,223251401.4396064,62810.03066666667,86714,93.0
2020-09-19,2.282954305501854,3034698984.9771905,262952739.4246957,61865417.0,86714,94.0
2020-09-18,2.336508935768642,3102462408.591701,300250271.4880399,61613.10930769231,86714,94.0
2020-09-17,2.293573127149565,3044169273.5153804,270932047.8541763,61889205.0,86714,95.0
2020-09-16,2.325708611573632,3085972489.2349305,263108741.5521001,60533.33333333333,86714,91.0
2020-09-15,2.412346587339859,3190511695.6440644,358370622.7765864,59894.348666666665,80457,91.0
2020-09-14,2.397322293585928,3190258249.061101,431091880.41178334,61174.87753846154,80457,92.0
2020-09-13,2.4941496146115743,3295395029.3558097,396128004.77331,61733.63461538462,80457,91.0
2020-09-12,2.4886159971326176,3377913713.639164,501202824.269684,60577.00766666667,80457,93.0
2020-09-11,2.3994285735522203,3179438361.7718043,413361310.12756354,59188.507666666665,80457,14.0
2020-09-10,2.265726982637504,3002612018.884859,411380279.9466316,59803.85633333333,80457,10.0
2020-09-09,2.1752626519870426,2880344997.029084,508590843.0469953,61612.341,80457,23.0
2020-09-08,2.2532467001083734,2995790861.2774205,928296737.4877028,62661.89676923077,80457,21.0
2020-09-07,2.3009311200291185,3056323793.756917,1352637858.280243,62438.49392307692,80457,23.0
2020-09-06,2.3203443080524147,3079960403.607057,1858756284.678426,60868.57692307692,80457,25.0
2020-09-05,2.5821114917275785,3427422871.9507966,1808062606.938724,59441.621666666666,80457,26.0
2020-09-04,2.4244026230031155,3223839647.765372,1639585986.506045,58880.64676923076,80457,33.0
2020-09-03,2.942629744044345,3914389947.6041775,2024907780.6189675,59515.25707692308,80457,38.0
2020-09-02,2.9589795361072526,3944183587.946392,2268529615.7093663,60171.62166666667,80457,28.0
2020-09-01,2.890252964529968,3845387571.200624,2193523799.0589848,60222.446333333326,80457,23.0
2020-08-31,3.040133270135572,4019662597.2136345,2635395103.3901734,60162.803666666674,79634,28.0
2020-08-30,3.183008875084859,4208747711.8208094,3903111383.512524,60103.64069230769,81177,21.0
2020-08-29,3.145050058747924,4178859671.31726,3949452859.2221856,60398.583,81177,21.0
2020-08-28,2.75371534768493,3627174162.968128,2701040963.9334736,60958.26923076923,81177,14.0
2020-08-27,2.534494232018796,3339235480.860277,1394227247.2752469,61221.17433333333,81177,13.0
2020-08-26,2.5050894740867995,3331155660.195649,1410935133.8300335,61287.01533333333,81177,15.0
2020-08-25,2.6537253741045133,3523332079.571464,1017437363.9680624,61796.16666666667,81177,17.0
2020-08-24,2.669503578758226,3566544783.3267574,1081378444.544933,61998.644666666674,81177,24.0
2020-08-23,2.8418533551688783,3772196986.629403,2327850782.188186,62077.59615384615,81177,27.0
