,date,price,market_cap,volume,community_score,dev_score,public_interest_score,5_SMA,10_SMA,25_SMA,50_SMA,75_SMA,100_SMA,150_SMA,200_SMA,250_SMA,300_SMA,350_SMA
0,2019-10-20,0.0025755603537105797,8.430077482674042e-07,0.00041176432601964803,7.163112262437487e-05,0.042035155267124355,0.8978306574923547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2019-10-23,0.002859362829877602,1.0251630040592965e-06,0.001323226543875397,0.07545195671730698,0.042035155267124355,0.8978306574923547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2019-10-24,0.0023229319059194314,7.83087577184956e-07,0.0016388351733384802,7.19344719667316e-05,0.056841099354354684,0.8978306574923547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2019-10-25,0.0024187984147228353,8.837719624681691e-07,0.001331623923168771,7.203172475368038e-05,0.06332865012375936,0.8978306574923547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2019-10-26,0.002805113273912661,1.0852011507500684e-06,0.0025652284547036754,0.00359847076335654,0.06981620089316405,0.8978306574923547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2019-10-27,0.00244169922312828,9.925819610469493e-07,0.0034409643983452512,0.07576107455677844,0.06850277036929685,0.8978306574923547,0.002569581129512162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2019-10-28,0.002664030463926313,1.1133450158008672e-06,0.0023496453958424513,0.0,0.06850277036929685,0.8978306574923547,0.0025305146563219046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2019-10-29,0.0026826350397115587,1.1378547851300136e-06,0.0021195022786031324,7.230032314626708e-05,0.06848286990681401,0.8978306574923547,0.0026024552830803296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2019-10-30,0.0026475909808987984,1.1600741457411073e-06,0.0015735035056745426,7.233795513881373e-05,0.06848286990681401,0.8978306574923547,0.0026482137963155226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2019-10-31,0.0023468288131758158,9.923573993987708e-07,0.0009047662372116582,7.258234319082284e-05,0.06848286990681401,0.8874474388379205,0.0025565569041681533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2019-11-01,0.0024436420132137545,1.044684355908578e-06,0.000892593937495941,7.26975336772529e-05,0.06969679811826704,0.8830418577981651,0.002556945462185248,0.0025632632958487054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2019-11-02,0.0025180883710157797,1.086109699144673e-06,0.000570129640818431,6.562556054045743e-09,0.06969679811826704,0.8830418577981651,0.0025277570436031413,0.002529135849962523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019-11-03,0.002427178253642368,1.0369036556378967e-06,0.0004108517021061624,7.277362945141271e-05,0.06000527288912568,0.8830418577981651,0.0024766656863893033,0.0025395604847348167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2019-11-04,0.0024075053586709127,1.0261054042546108e-06,0.0003314816522150142,7.287756637966553e-05,0.05996547196416001,0.8830418577981651,0.002428648561943726,0.002538431179129624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2019-11-05,0.0027341236271865126,1.2085348859619344e-06,0.001580959619653141,7.296257574291768e-05,0.05994557150167717,0.8830418577981651,0.0025061075247458657,0.0025313322144570093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2019-11-06,0.0029154018622413957,1.306327921984216e-06,0.0018958050389886883,7.305938750984662e-05,0.05988587011422866,0.8830418577981651,0.002600459494551394,0.0025787024783683206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2019-11-07,0.0028120263823712736,1.247506339969841e-06,0.0011362822504839018,2.653207232577291e-08,0.05984606918926299,0.8830418577981651,0.002659247096822493,0.0025935020702128166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2019-11-08,0.0030729588139655354,1.3965939516461899e-06,0.0017248344714529422,7.301063834393279e-05,0.07875150854795762,0.8830418577981651,0.0027884032088871264,0.0026325344476382144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2019-11-09,0.0027840310276551613,1.2409272381038792e-06,0.001536985008716072,7.30912811923619e-05,0.07875150854795762,0.8830418577981651,0.0028637083426839758,0.0026461784523138508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2019-11-10,0.0030218854231798963,1.3729252815208765e-06,0.0009909597391959163,3.5594160073094846e-08,0.032542634662811355,0.8830418577981651,0.0029212607018826524,0.0027136841133142586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2019-11-11,0.0033708653024138195,1.5363147593010557e-06,0.0010691945743181177,4.393155993939975e-08,0.032542634662811355,0.8830418577981651,0.0030123533899171374,0.002806406442234265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2019-11-12,0.003220589293190971,1.4770882133318003e-06,0.0012383829757578887,7.325807552090176e-05,0.03248293327536285,0.8830418577981651,0.003094065972081077,0.002876656534451784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
