date,price,market_cap,volume,community_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA
2021-04-09,0.7248724369641674,0.7211005334503298,0.00010361214385850247,1.0,0.08357860020456301,0.7,0.7911424016870325,0.8038064247667936,0.8591229424268012,0.9710205031903195,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.722,0.7257142857142856,0.7288888888888888,0.730909090909091,0.7307692307692308,0.7126666666666667,0.7113333333333334
2021-04-10,0.720205515735601,0.7196716472314806,0.00010138769274554029,0.0009818522218402674,0.08357860020456301,0.7,0.7885907862355497,0.8026378200025304,0.8598563125146192,0.9654069049135983,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.71,0.72,0.7214285714285714,0.7244444444444444,0.729090909090909,0.7276923076923077,0.7233333333333333,0.7103333333333333
2021-04-11,0.7972861050785985,0.7984282931266634,0.00033011638138934874,0.0009867240488882997,0.08357860020456301,0.76,0.7960227901430594,0.8109955335093378,0.8637393291798521,0.9627378782333453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.72,0.722,0.7242857142857143,0.7266666666666667,0.729090909090909,0.7307692307692308,0.7306666666666666,0.7123333333333334
2021-04-12,0.8022582481028154,0.7966731032069179,0.00019394108425342104,0.00011285154419040718,0.08357860020456301,0.74,0.8089689403986102,0.8167994390537314,0.8676658130825778,0.9586974682619643,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.726,0.7285714285714286,0.7277777777777777,0.729090909090909,0.7323076923076922,0.7306666666666666,0.7123333333333334
2021-04-13,0.8566939542744614,0.8571358607183452,0.0007297729782204861,1.0,0.08357860020456301,0.74,0.8418400342164148,0.8225907265122409,0.87445911740104,0.9562619685272095,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7466666666666667,0.728,0.7271428571428571,0.7277777777777777,0.729090909090909,0.7307692307692308,0.732,0.711
2021-04-14,0.8126264938801511,0.811364960066475,0.00035715409557964933,0.0009812682902077719,0.08357860020456301,0.75,0.8580105420575874,0.833589288061496,0.8792211735671313,0.955637011342835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7433333333333333,0.738,0.7314285714285714,0.7322222222222223,0.730909090909091,0.7315384615384616,0.7340000000000001,0.7106666666666667
2021-04-15,0.8572530926845715,0.8561288866765953,0.0005490479089418834,0.0009894477964288,0.08357860020456301,0.79,0.883264404905077,0.8450644822307299,0.8853841302175923,0.9595773103716962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.76,0.7559999999999999,0.74,0.7366666666666667,0.7354545454545455,0.7353846153846153,0.736,0.7133333333333333
2021-04-16,0.8887286805983401,0.8862924135838302,0.0003440342399839244,0.0009946699249768613,0.07627277850835995,0.78,0.9001145989180408,0.8573382862789678,0.893314699049374,0.9620345876983692,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7733333333333333,0.76,0.7514285714285713,0.7433333333333333,0.7418181818181818,0.7392307692307692,0.7386666666666666,0.7156666666666667
2021-04-17,0.8411622953172301,0.8410149128475617,0.0002928001955037997,1.0,0.07627277850835995,0.76,0.9072834777441939,0.8675057318364917,0.9022178605885445,0.9653314231953347,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7766666666666667,0.764,0.76,0.7466666666666667,0.7427272727272727,0.7407692307692308,0.74,0.7170000000000001
2021-04-18,0.8144305321598972,0.8123283145137182,0.00021179405652876183,0.000982159570397874,0.07627277850835995,0.79,0.899495564310714,0.8801844045807009,0.9107662653394601,0.9679124853524362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7766666666666667,0.774,0.7642857142857143,0.7566666666666667,0.749090909090909,0.7469230769230769,0.7440000000000001,0.7196666666666667
